id,ad_cost_broad_term,ad_cost_exact_term,adult,alexa_link_popularity,alexa_traffic_rank,altavista_link_popularity,altavista_link_saturation,appraised_value,appraised_wholesale_value,auction_bidders,auction_description,auction_end_date,auction_join_date,auction_price,auction_revenue,auction_title,auction_traffic,auction_url,category,development_revenue_estimate,dmoz,domain,drop_date,end_user_buyers,extensions_taken,google_link_popularity,google_link_saturation,has_dash,has_num,language,language_probability,list_type,overture_sld,overture_term,overture_tld,pagerank,parking_revenue_estimate,process_date,search_ad_competition_broad_term,search_ad_competition_exact_term,search_ads_sld,search_ads_term,search_cpc_broad_term,search_cpc_exact_term,search_results_sld,search_results_term,search_suggestion_sld,search_suggestion_term,search_volume_broad_term,search_volume_exact_term,similar_sales,sld,sld_length,tld,tld_count,tld_count_dev,trademark_company,trademark_probability,trademark_risk,trademark_term,trademark_type,traffic_estimate,type,wayback_age,wayback_records,whois_age,whois_create_date,whois_expire_date,whois_ns1,whois_ns2,whois_registrar,whois_update_date,word_count,words,yahoo,yahoo_link_popularity,yahoo_link_saturation,is_shortlisted,shortlist_status,analysed_by,dom_date_list,upload_date,old_list_type,reason_of_shortlisting,should_be_shortlisted,combined_shortlist_label1,combined_shortlist_prob1,gdv,last_sold_price
11686505,0,0,0,0,0,-1,-1,0,0,0,NULL,"2025-11-03 14:52:00","0000-00-00 00:00:00",7.99,0,NULL,0,https://www.dynadot.com/market/auction/weedlane.com,"Other -- Surname",0,0,weedlane.com,0000-00-00,-1,1,-1,-1,0,0,english,100,DD,-1,-1,-1,0,0,2025-10-28,low,low,0,0,-1,-1,352,8290,0,0,-1,-1,0,weedlane,8,com,2,0,NULL,0,0,NULL,NULL,0,dynadot,2013,16,2588,2018-09-27,2026-09-27,ns1.dyna-ns.net,ns2.dyna-ns.net,"Dynadot Inc",2025-09-28,2,"weed lane",0,-1,-1,0,0,NULL,"weedlane.com,2025-10-28,dd",2025-10-29,NULL,"bidders>=2 & live",1,NULL,NULL,NULL,NULL
11686526,0,0,0,0,0,-1,-1,1600,90,0,NULL,"2025-11-03 16:08:00","0000-00-00 00:00:00",7.99,0,NULL,0,https://www.dynadot.com/market/auction/wife.info,"Kids and Family -- Family",0,0,wife.info,0000-00-00,-1,5,-1,-1,0,0,english,100,DD,405297,405297,-1,0,0,2025-10-28,low,low,0,0,1.09,0.59,100000000,100000000,0,0,3300000,60500,0,wife,4,info,132,4,NULL,0,0,NULL,NULL,0,dynadot,2003,41,7335,2005-09-28,2026-09-28,ns1.dyna-ns.net,ns2.dyna-ns.net,"Dynadot Inc",2025-09-28,1,wife,0,-1,-1,0,0,NULL,"wife.info,2025-10-28,dd",2025-10-29,NULL,watchlisted,1,NULL,NULL,NULL,NULL
11686719,0,0,0,0,19530784,-1,-1,0,0,0,NULL,"2025-11-03 14:00:00","0000-00-00 00:00:00",0,0,NULL,0,NULL,"Society -- Dating",0,0,aromanticsperspective.com,0000-00-00,-1,1,-1,-1,0,0,english,80,DC,-1,-1,-1,0,0,2025-10-28,low,low,0,0,-1,-1,5150,1400,0,0,-1,-1,0,aromanticsperspective,21,com,1,1,NULL,0,0,NULL,NULL,0,dropcatch,2010,134,5921,2009-08-12,2026-08-12,ns1.namebrightdns.com,ns2.namebrightdns.com,"TurnCommerce, Inc. DBA NameBright.com",2025-09-18,3,"a romantics perspective",0,-1,-1,0,0,NULL,"aromanticsperspective.com,2025-10-28,dc",2025-10-29,NULL,"bidders>=2 & live",1,1,0.7025537427128107,NULL,NULL
11686726,0,0,0,0,0,-1,-1,670,35,0,NULL,"2025-11-03 14:00:00","0000-00-00 00:00:00",0,0,NULL,0,NULL,"Other -- Dictionary Word",0,0,attilia.com,0000-00-00,-1,1,-1,-1,0,0,english,85,DC,0,0,0,0,0,2025-10-28,low,low,0,0,1.59,0.1,181000,181000,0,0,6600,320,0,attilia,7,com,6,0,NULL,0,0,NULL,NULL,0,dropcatch,2004,27,3640,2015-11-10,2025-11-10,ns3.afternic.com,ns4.afternic.com,NAMEBRIGHT,2024-11-04,1,attilia,0,-1,-1,0,0,NULL,"attilia.com,2025-10-28,dc",2025-10-29,NULL,"bidders>=2 & live",1,1,0.5850845798278121,NULL,NULL
11686810,0,0,0,0,0,-1,-1,0,0,0,NULL,"2025-11-05 14:00:00","0000-00-00 00:00:00",0,0,NULL,0,NULL,"Other -- Dictionary Word",0,0,cabri-volga.org,0000-00-00,-1,1,-1,-1,0,0,Unknown,0,DC,-1,-1,-1,0,0,2025-10-28,low,low,-1,0,-1,-1,0,5880,0,0,-1,-1,0,cabri-volga,11,org,1,1,NULL,0,0,NULL,NULL,0,dropcatch,2006,103,397,2024-09-26,2026-09-26,expired1.namebrightdns.com,expired2.namebrightdns.com,"DropCatch.com 365 LLC",2025-09-27,2,"cabri volga",0,-1,-1,0,0,NULL,"cabri-volga.org,2025-10-28,dc",2025-10-29,NULL,"bidders>=2 & live",1,1,0.6065224040554771,NULL,NULL
11686818,0,0,0,0,2550737,-1,-1,740,40,0,NULL,"2025-10-30 14:00:00","0000-00-00 00:00:00",0,0,NULL,0,NULL,"Recreation -- Musical Instruments",0,0,canadianmusician.com,0000-00-00,-1,1,-1,-1,0,0,english,100,DC,0,347,0,4,0,2025-10-28,low,low,1,0,0.89,0.1,12900,93600,0,0,14800,260,0,canadianmusician,16,com,4,0,NULL,0,0,NULL,NULL,0,dropcatch,1998,871,10265,1997-09-20,2026-09-19,ns1.namebrightdns.com,ns2.namebrightdns.com,"TurnCommerce, Inc. DBA NameBright.com",2025-10-21,2,"canadian musician",0,-1,-1,0,0,NULL,"canadianmusician.com,2025-10-28,dc",2025-10-29,NULL,"bidders>=2 & live",1,1,0.9035209659814768,NULL,NULL
11686866,0,0,0,0,2486970,-1,-1,330,20,0,NULL,"2025-11-03 14:00:00","0000-00-00 00:00:00",0,0,NULL,0,NULL,"Recreation -- Collecting and Hobbies",0,0,coincollectingenterprises.com,0000-00-00,-1,1,-1,-1,0,0,english,100,DC,-1,-1,-1,2,0,2025-10-28,low,medium,10,2,2.92,3.01,25500,2950,0,0,73,22,0,coincollectingenterprises,25,com,1,0,NULL,0,0,NULL,NULL,0,dropcatch,2011,111,5366,2011-02-18,2026-02-18,ns1.namebrightdns.com,ns2.namebrightdns.com,"TurnCommerce, Inc. DBA NameBright.com",2025-03-21,3,"coin collecting enterprises",0,-1,-1,0,0,NULL,"coincollectingenterprises.com,2025-10-28,dc",2025-10-29,NULL,"bidders>=2 & live",1,1,0.7324860466194152,NULL,NULL
11686947,0,0,0,0,3557003,-1,-1,630,35,0,NULL,"2025-11-06 14:00:00","0000-00-00 00:00:00",0,0,NULL,0,NULL,"Internet -- Email",0,0,elcontact.com,0000-00-00,-1,1,-1,-1,0,0,english,62,DC,-1,-1,-1,3,0,2025-10-28,low,low,0,0,2.09,0,9300,155000,0,0,720,36,0,elcontact,9,com,4,2,NULL,0,0,NULL,NULL,0,dropcatch,2008,244,6240,2008-09-27,2024-09-27,NSG1.NAMEBRIGHTDNS.COM,NSG2.NAMEBRIGHTDNS.COM,GODADDY,2023-04-10,2,"el contact",0,-1,-1,0,0,NULL,"elcontact.com,2025-10-28,dc",2025-10-29,NULL,"bidders>=2 & live",1,1,0.8561283114008766,NULL,NULL
11686986,0,0,0,0,0,-1,-1,330,20,0,NULL,"2025-11-03 14:00:00","0000-00-00 00:00:00",0,0,NULL,0,NULL,"Other -- Dictionary Word",0,0,floraa.com,0000-00-00,-1,4,-1,-1,0,0,spanish,78,DC,-1,-1,-1,0,0,2025-10-28,low,low,0,0,1.24,0.1,132000,132000,0,0,6600,58,0,floraa,6,com,13,3,IBM,100,3,raa,exact,0,dropcatch,2008,26,3625,2015-11-25,2024-11-25,NS3.AFTERNIC.COM,NS4.AFTERNIC.COM,NAMEBRIGHT,2023-10-31,1,floraa,0,-1,-1,0,0,NULL,"floraa.com,2025-10-28,dc",2025-10-29,NULL,"bidders>=2 & live",1,1,0.7919119744724664,NULL,NULL
11687211,0,0,0,417,1345393,-1,-1,0,0,0,NULL,"2025-11-03 14:00:00","0000-00-00 00:00:00",0,0,NULL,0,NULL,"Entertainment -- Events",0,0,livedan330.com,0000-00-00,-1,1,-1,-1,0,0,english,84,DC,-1,-1,-1,5,0,2025-10-28,low,low,-1,0,-1,-1,0,-1,0,0,-1,-1,0,livedan330,10,com,1,1,NULL,0,0,NULL,NULL,0,dropcatch,2013,871,4465,2013-08-07,2027-08-07,ns1.namebrightdns.com,ns2.namebrightdns.com,"TurnCommerce, Inc. DBA NameBright.com",2025-08-14,3,"live dan 330",0,-1,-1,0,0,NULL,"livedan330.com,2025-10-28,dc",2025-10-29,NULL,"bidders>=2 & live",1,1,0.8868737024686719,NULL,NULL
11687378,0,0,0,0,3068535,-1,-1,580,35,0,NULL,"2025-11-03 14:00:00","0000-00-00 00:00:00",0,0,NULL,0,NULL,Electronics,0,0,pitchingmachinepro.com,0000-00-00,-1,1,-1,-1,0,0,english,92,DC,0,-1,0,3,0,2025-10-28,high,high,11,11,1.14,1.68,4670,101000,0,0,1600,110,0,pitchingmachinepro,18,com,1,0,NULL,0,0,NULL,NULL,0,dropcatch,2007,198,7013,2006-08-16,2026-08-16,ns1.namebrightdns.com,ns2.namebrightdns.com,"TurnCommerce, Inc. DBA NameBright.com",2025-09-18,3,"pitching machine pro",0,-1,-1,0,0,NULL,"pitchingmachinepro.com,2025-10-28,dc",2025-10-29,NULL,"bidders>=2 & live",1,1,0.8415544387175454,NULL,NULL
11687462,0,0,0,0,0,-1,-1,1600,85,0,NULL,"2025-11-06 14:00:00","0000-00-00 00:00:00",0,0,NULL,0,NULL,"Other -- Dictionary Word",0,0,savenay.com,0000-00-00,12,2,-1,-1,0,0,english,92,DC,0,0,0,2,0,2025-10-28,low,low,0,0,0.52,0.1,252000,252000,0,0,49500,3600,0,savenay,7,com,4,1,NULL,0,0,NULL,NULL,0,dropcatch,2009,19,5145,2011-09-27,2025-09-27,DOMAIN-FOR-SALE.HUGEDOMAINSDNS.COM,FORSALE.HUGEDOMAINSDNS.COM,NAMEBRIGHT,2023-04-18,1,savenay,0,-1,-1,0,0,NULL,"savenay.com,2025-10-28,dc",2025-10-29,NULL,"bidders>=2 & live",1,1,0.6717149624407854,NULL,NULL
11687538,0,0,0,0,5862990,-1,-1,0,0,0,NULL,"2025-11-03 14:00:00","0000-00-00 00:00:00",0,0,NULL,0,NULL,"Other -- Male Name",0,0,sugarmanrogers.com,0000-00-00,-1,1,-1,-1,0,0,english,100,DC,-1,28,-1,0,0,2025-10-28,low,low,-1,0,-1,-1,0,-1,0,0,-1,-1,0,sugarmanrogers,14,com,1,1,NULL,0,0,NULL,NULL,0,dropcatch,2016,115,3855,2015-04-09,2027-04-09,ns1.dns-parking.com,ns2.dns-parking.com,"TurnCommerce, Inc. DBA NameBright.com",2025-07-25,2,"sugarman rogers",0,-1,-1,0,0,NULL,"sugarmanrogers.com,2025-10-28,dc",2025-10-29,NULL,"bidders>=2 & live",1,1,0.7523151496306117,NULL,NULL
11687553,0,0,0,0,0,-1,-1,1000,55,0,NULL,"2025-11-03 14:00:00","0000-00-00 00:00:00",0,0,NULL,0,NULL,"Internet -- Chat",0,0,tacotalk.com,0000-00-00,-1,4,-1,-1,0,0,english,100,DC,0,-1,0,0,0,2025-10-28,low,low,0,2,0.96,0.1,14100,23300,0,0,1900,28,0,tacotalk,8,com,12,1,NULL,0,0,NULL,NULL,0,dropcatch,2004,27,3254,2016-11-30,2024-11-30,NS3.AFTERNIC.COM,NS4.AFTERNIC.COM,NAMEBRIGHT,2023-10-31,2,"taco talk",0,-1,-1,0,0,NULL,"tacotalk.com,2025-10-28,dc",2025-10-29,NULL,"bidders>=2 & live",1,1,0.7447895253669388,NULL,NULL
11705882,0,0,0,0,0,-1,-1,3300,180,1,NULL,"2025-11-05 10:27:00","0000-00-00 00:00:00",1,0,NULL,0,NULL,"Services -- Industrial",0,0,blingfactory.com,0000-00-00,-1,4,-1,-1,0,0,english,100,GD,0,0,0,0,0,2025-10-28,low,low,3,3,0.33,0.33,65000,65000,0,0,720,590,0,blingfactory,12,com,7,2,NULL,0,0,NULL,NULL,0,"godaddy expiring auctions",2011,16,7864,2004-04-17,2024-12-11,NS27.DOMAINCONTROL.COM,NS28.DOMAINCONTROL.COM,GODADDY,2022-09-03,1,blingfactory,0,-1,-1,0,0,NULL,"blingfactory.com,2025-10-28,gd",2025-10-29,NULL,"APR > 0 (APR: 125)",1,1,0.8651873103601433,NULL,NULL
11706158,0,0,0,0,0,-1,-1,260,15,0,NULL,"2025-11-03 11:30:00","0000-00-00 00:00:00",1,0,NULL,0,NULL,"Science -- Astronomy",0,0,bythemoon.com,0000-00-00,-1,2,-1,-1,0,0,english,77,GD,0,-1,0,0,0,2025-10-28,low,low,2,1,1.11,0.1,6950,100000000,0,0,2200,110,0,bythemoon,9,com,15,3,NULL,0,0,NULL,NULL,0,"godaddy expiring auctions",1999,75,8792,2001-10-02,2026-10-02,ns1.renewyourname.net,ns2.renewyourname.net,TUCOWS,2025-10-06,3,"by the moon",0,-1,-1,0,0,NULL,"bythemoon.com,2025-10-28,gd",2025-10-29,NULL,"APR > 0 (APR: 255)",1,1,0.7517281655460074,NULL,NULL
11708568,0,0,0,0,15540940,-1,-1,10000,540,2,NULL,"2025-11-05 14:18:00","0000-00-00 00:00:00",6,0,NULL,0,NULL,"International -- Country",0,0,girish.com,0000-00-00,248,4,-1,-1,0,0,english,100,GD,674,674,0,0,0,2025-10-28,low,low,0,0,1.33,0.1,11200000,11200000,0,0,135000,2900,0,girish,6,com,37,6,NULL,0,0,NULL,NULL,0,"godaddy expiring auctions",1999,163,7698,2004-09-30,2025-09-30,ns1psw.name.com,ns2cqs.name.com,"Name.com, Inc.",2025-10-01,1,girish,0,-1,-1,0,0,NULL,"girish.com,2025-10-28,gd",2025-10-29,NULL,"APR > 0 (APR: 1255)",1,NULL,NULL,NULL,NULL
11734990,0,0,0,0,0,-1,-1,640,40,0,NULL,"2025-11-03 16:21:00","0000-00-00 00:00:00",7.99,0,NULL,0,https://www.dynadot.com/market/auction/addlocalbusiness.com,Business,0,0,addlocalbusiness.com,0000-00-00,-1,1,-1,-1,0,0,english,92,DD,-1,-1,-1,3,0,2025-10-29,low,low,2,1,3.26,4.17,215,805000,0,0,8100,73,0,addlocalbusiness,16,com,1,0,NULL,0,0,NULL,NULL,0,dynadot,2010,117,5875,2009-09-28,2025-09-28,ns1.dyna-ns.net,ns2.dyna-ns.net,"Dynadot Inc",2025-06-30,3,"add local business",0,-1,-1,0,0,NULL,"addlocalbusiness.com,2025-10-29,dd",2025-10-30,NULL,"bidders>=2 & live",1,NULL,NULL,NULL,NULL
11735293,0,0,0,0,0,-1,-1,5,0,0,NULL,"2025-11-20 12:00:00","0000-00-00 00:00:00",1,0,NULL,0,https://www.dynadot.com/market/auction/babymassearch.com,"Kids -- Babies",0,0,babymassearch.com,0000-00-00,-1,1,-1,-1,0,0,english,100,DD,-1,-1,-1,3,0,2025-10-29,low,low,0,2,-1,-1,1230,2,0,0,-1,-1,0,babymassearch,13,com,1,1,NULL,0,0,NULL,NULL,0,dynadot,2008,119,6583,2007-10-21,2026-10-21,ns1.dnsowl.com,ns2.dnsowl.com,"NameSilo, LLC",2025-10-21,3,"baby masse arch",0,-1,-1,0,0,NULL,"babymassearch.com,2025-10-29,dd",2025-10-30,NULL,"bidders>=2 & live",1,NULL,NULL,NULL,NULL
11735707,0,0,0,0,0,-1,-1,0,0,1,NULL,"2025-11-20 12:00:00","0000-00-00 00:00:00",1,0,NULL,0,https://www.dynadot.com/market/auction/chatgpttv.com,"Internet -- Chat",0,0,chatgpttv.com,0000-00-00,-1,2,-1,-1,0,0,english,43,DD,-1,-1,-1,-1,0,2025-10-29,low,low,-1,0,-1,-1,0,-1,0,0,-1,-1,0,chatgpttv,9,com,0,0,NULL,0,0,NULL,NULL,0,dynadot,-1,-1,374,2024-10-20,2025-10-20,ns1.dnsowl.com,ns2.dnsowl.com,"NAMESILO, LLC",2024-10-20,3,"chat gpt tv",0,-1,-1,0,0,NULL,"chatgpttv.com,2025-10-29,dd",2025-10-30,NULL,"bidders>=2 & live",1,NULL,NULL,NULL,NULL
11735753,0,0,0,0,0,-1,-1,3200,240,0,NULL,"2025-11-04 16:06:00","0000-00-00 00:00:00",7.99,0,NULL,0,https://www.dynadot.com/market/auction/claim.info,"Finance -- Insurance",0,0,claim.info,0000-00-00,-1,6,-1,-1,0,0,english,100,DD,11512,11512,-1,0,0,2025-10-29,low,low,0,0,2.65,10.87,100000000,100000000,0,0,7480000,40500,0,claim,5,info,193,13,NULL,0,0,NULL,NULL,0,dynadot,2002,35,7335,2005-09-29,2026-09-29,ns1.dyna-ns.net,ns2.dyna-ns.net,"Dynadot Inc",2025-09-29,1,claim,0,-1,-1,0,0,NULL,"claim.info,2025-10-29,dd",2025-10-30,NULL,"bidders>=2 & live",1,NULL,NULL,NULL,NULL
11736255,0,0,0,0,12206408,-1,-1,65,0,0,NULL,"2025-11-20 12:00:00","0000-00-00 00:00:00",1,0,NULL,0,https://www.dynadot.com/market/auction/eatbetterspendless.com,Food,0,0,eatbetterspendless.com,0000-00-00,-1,1,-1,-1,0,0,english,92,DD,-1,-1,-1,0,0,2025-10-29,low,low,0,0,-1,-1,24,38000,0,0,-1,-1,0,eatbetterspendless,18,com,1,0,NULL,0,0,NULL,NULL,0,dynadot,2013,103,4391,2013-10-21,2026-10-21,ns1.dnsowl.com,ns2.dnsowl.com,"NameSilo, LLC",2025-10-21,4,"eat better spend less",0,-1,-1,0,0,NULL,"eatbetterspendless.com,2025-10-29,dd",2025-10-30,NULL,"bidders>=2 & live",1,NULL,NULL,NULL,NULL
11736271,0,0,0,0,0,-1,-1,0,0,0,NULL,"2025-11-04 13:47:00","0000-00-00 00:00:00",7.99,0,NULL,0,https://www.dynadot.com/market/auction/economiapedia.com,"Other -- Dictionary Word",0,0,economiapedia.com,0000-00-00,-1,1,-1,-1,0,0,spanish,54,DD,-1,-1,-1,-1,0,2025-10-29,low,low,-1,0,-1,-1,0,-1,0,0,-1,-1,0,economiapedia,13,com,1,1,NULL,0,0,NULL,NULL,0,dynadot,2021,22,1857,2020-09-28,2026-09-28,ns1.dyna-ns.net,ns2.dyna-ns.net,"Dynadot Inc",2025-09-29,3,"economia pe dia",0,-1,-1,0,0,NULL,"economiapedia.com,2025-10-29,dd",2025-10-30,NULL,"bidders>=2 & live",1,0,0.3188856014418741,NULL,NULL
