domain_name,decision,final_score,linguistic_score,bulk_score,valuation_score,gate_passed,gate_detail,auction_price
wisip.com,SKIP,6.5,6.0,10,8.8,False,overall 6.0 < 7.0,0.0
filmee.com,SKIP,6.5,6.0,10,8.8,False,overall 6.0 < 7.0,0.0
lovekay.com,SKIP,6.5,6.0,10,8.8,False,overall 6.0 < 7.0,0.0
okitalk.com,SKIP,6.5,6.0,10,8.8,False,overall 6.0 < 7.0,0.0
lunalis.com,SKIP,6.5,6.0,10,8.8,False,overall 6.0 < 7.0,0.0
pefv.com,SKIP,6.5,6.0,8,8.8,False,overall 6.0 < 7.0,0.0
megalec.com,SKIP,6.5,6.0,10,8.8,False,overall 6.0 < 7.0,0.0
oreex.com,SKIP,6.5,6.0,8,8.8,False,overall 6.0 < 7.0,0.0
ruuts.com,SKIP,6.5,6.0,10,8.8,False,overall 6.0 < 7.0,0.0
aluwood.com,SKIP,6.5,6.0,10,8.8,False,overall 6.0 < 7.0,0.0
behsan.com,SKIP,6.5,6.0,10,8.8,False,overall 6.0 < 7.0,0.0
beksar.com,SKIP,6.5,6.0,10,8.8,False,overall 6.0 < 7.0,0.0
boomboo.com,SKIP,6.5,6.0,10,8.8,False,overall 6.0 < 7.0,0.0
helema.com,SKIP,6.5,6.0,10,8.8,False,overall 6.0 < 7.0,0.0
hepjazz.com,SKIP,6.5,6.0,10,8.8,False,overall 6.0 < 7.0,0.0
mabart.com,SKIP,6.5,6.0,10,8.8,False,overall 6.0 < 7.0,0.0
ndental.com,SKIP,6.5,6.0,10,8.8,False,overall 6.0 < 7.0,0.0
pokeb.com,SKIP,6.5,6.0,10,8.8,False,overall 6.0 < 7.0,0.0
viplav.com,SKIP,6.5,6.0,10,8.8,False,overall 6.0 < 7.0,0.0
yuzen.com,SKIP,6.5,6.0,10,8.8,False,overall 6.0 < 7.0,0.0
zenjava.com,SKIP,6.5,6.0,10,8.8,False,overall 6.0 < 7.0,0.0
hetcom.com,SKIP,6.5,6.0,10,8.8,False,overall 6.0 < 7.0,0.0
diomira.com,SKIP,6.5,6.0,10,8.8,False,overall 6.0 < 7.0,0.0
veracy.com,SKIP,6.5,6.0,10,8.8,False,overall 6.0 < 7.0,0.0
cotoya.com,SKIP,6.5,6.0,10,8.8,False,overall 6.0 < 7.0,0.0
ateus.com,SKIP,6.5,6.0,8,8.8,False,overall 6.0 < 7.0,0.0
mevabe.com,SKIP,6.5,6.0,10,8.8,False,overall 6.0 < 7.0,0.0
niara.com,SKIP,6.5,6.0,8,8.8,False,overall 6.0 < 7.0,0.0
elegane.com,SKIP,6.5,6.0,10,8.8,False,overall 6.0 < 7.0,0.0
jocka.com,SKIP,6.47,5.7,10,10.0,False,overall 5.7 < 7.0,7.99
roommate.me,SKIP,6.47,5.75,10,9.74,False,overall 5.75 < 7.0,1.0
truepath.org,SKIP,6.47,5.75,10,9.74,False,overall 5.75 < 7.0,1.0
tacotalk.com,SKIP,6.46,5.95,10,8.79,False,overall 5.95 < 7.0,0.0
dienbien.com,SKIP,6.46,5.95,10,8.79,False,overall 5.95 < 7.0,0.0
greycard.com,SKIP,6.46,5.95,10,8.79,False,overall 5.95 < 7.0,0.0
samerhof.com,SKIP,6.46,5.95,10,8.79,False,overall 5.95 < 7.0,0.0
isolving.com,SKIP,6.46,5.95,10,8.79,False,overall 5.95 < 7.0,0.0
consolva.com,SKIP,6.46,5.95,10,8.79,False,overall 5.95 < 7.0,0.0
bilgiggo.org,SKIP,6.45,6.15,10,7.84,False,overall 6.15 < 7.0,0.0
gostudio.org,SKIP,6.45,6.15,10,7.84,False,overall 6.15 < 7.0,0.0
fsiblog.us,SKIP,6.43,5.7,9,9.73,False,overall 5.7 < 7.0,1.0
nameheroes.com,SKIP,6.39,5.6,9,10.0,False,overall 5.6 < 7.0,7.99
stationkey.com,SKIP,6.39,5.6,8,10.0,False,overall 5.6 < 7.0,1.0
nordiclore.com,SKIP,6.39,5.6,8,10.0,False,overall 5.6 < 7.0,1.0
skateology.com,SKIP,6.39,5.6,8,10.0,False,overall 5.6 < 7.0,1.0
revistanos.com,SKIP,6.39,5.6,8,10.0,False,overall 5.6 < 7.0,1.0
folder.now,SKIP,6.34,5.6,9,9.7,False,overall 5.6 < 7.0,7.99
german.tv,SKIP,6.34,5.6,9,9.7,False,overall 5.6 < 7.0,7.99
alyla.com,SKIP,6.33,5.8,9,8.75,False,overall 5.8 < 7.0,0.0
aonyx.com,SKIP,6.33,5.8,9,8.75,False,overall 5.8 < 7.0,0.0
formatauto.com,SKIP,6.33,5.8,8,8.75,False,overall 5.8 < 7.0,0.0
servce.com,SKIP,6.33,5.8,9,8.75,False,overall 5.8 < 7.0,0.0
elcontact.com,SKIP,6.29,5.75,8,8.74,False,overall 5.75 < 7.0,0.0
chodulich.com,SKIP,6.29,5.75,8,8.74,False,overall 5.75 < 7.0,0.0
thinkmen.com,SKIP,6.29,5.75,8,8.74,False,overall 5.75 < 7.0,0.0
rsmotors.com,SKIP,6.29,5.75,8,8.74,False,overall 5.75 < 7.0,0.0
santeinfo.com,SKIP,6.29,5.75,8,8.74,False,overall 5.75 < 7.0,0.0
travelvia.com,SKIP,6.29,5.75,8,8.74,False,overall 5.75 < 7.0,0.0
fotothing.com,SKIP,6.29,5.75,8,8.74,False,overall 5.75 < 7.0,0.0
insentive.com,SKIP,6.29,5.75,8,8.74,False,overall 5.75 < 7.0,0.0
luizlopes.com,SKIP,6.29,5.75,8,8.74,False,overall 5.75 < 7.0,0.0
mymargin.com,SKIP,6.29,5.75,8,8.74,False,overall 5.75 < 7.0,0.0
tecnocars.com,SKIP,6.29,5.75,8,8.74,False,overall 5.75 < 7.0,0.0
airdomains.com,SKIP,6.27,5.45,8,10.0,False,overall 5.45 < 7.0,7.99
plern.com,SKIP,6.23,5.4,8,10.0,False,overall 5.4 < 7.0,7.99
swosh.com,SKIP,6.23,5.4,8,10.0,False,overall 5.4 < 7.0,1.0
talent.now,SKIP,6.21,5.45,9,9.66,False,overall 5.45 < 7.0,7.99
roteirize.com,SKIP,6.19,5.35,8,10.0,False,overall 5.35 < 7.0,1.0
cristalcar.com,SKIP,6.16,5.6,8,8.7,False,overall 5.6 < 7.0,0.0
ceterrassa.com,SKIP,6.16,5.6,8,8.7,False,overall 5.6 < 7.0,0.0
greenevent.com,SKIP,6.16,5.6,8,8.7,False,overall 5.6 < 7.0,0.0
nastart.org,SKIP,6.15,5.8,10,7.75,False,overall 5.8 < 7.0,0.0
baki.org,SKIP,6.15,5.8,8,7.75,False,overall 5.8 < 7.0,0.0
dissoc.org,SKIP,6.15,5.8,10,7.75,False,overall 5.8 < 7.0,0.0
calapa.org,SKIP,6.15,5.8,10,7.75,False,overall 5.8 < 7.0,0.0
deeb.org,SKIP,6.15,5.8,8,7.75,False,overall 5.8 < 7.0,0.0
agruco.org,SKIP,6.15,5.8,10,7.75,False,overall 5.8 < 7.0,0.0
nospoon.org,SKIP,6.15,5.8,10,7.75,False,overall 5.8 < 7.0,0.0
iyinghua.io,SKIP,6.1,5.25,8,10.0,False,overall 5.25 < 7.0,7.99
winphil.com,SKIP,6.07,5.5,9,8.68,False,overall 5.5 < 7.0,0.0
vivavision.com,SKIP,6.06,5.2,9,10.0,False,overall 5.2 < 7.0,7.99
holaquetal.com,SKIP,6.06,5.2,9,10.0,False,overall 5.2 < 7.0,7.99
studionove.com,SKIP,6.06,5.2,8,10.0,False,overall 5.2 < 7.0,1.0
publisitio.com,SKIP,6.06,5.2,8,10.0,False,overall 5.2 < 7.0,1.0
making.now,SKIP,5.99,5.2,9,9.6,False,overall 5.2 < 7.0,7.99
sharing.now,SKIP,5.99,5.2,9,9.6,False,overall 5.2 < 7.0,7.99
satoshi.im,SKIP,5.99,5.2,9,9.6,False,overall 5.2 < 7.0,7.99
commit.now,SKIP,5.99,5.2,9,9.6,False,overall 5.2 < 7.0,7.99
engine.now,SKIP,5.99,5.2,9,9.6,False,overall 5.2 < 7.0,7.99
billion.capital,SKIP,5.99,5.2,9,9.6,False,overall 5.2 < 7.0,7.99
ouncewater.com,SKIP,5.98,5.4,8,8.65,False,overall 5.4 < 7.0,0.0
lasvegas.now,SKIP,5.95,5.15,9,9.59,False,overall 5.15 < 7.0,7.99
prudence.capital,SKIP,5.95,5.15,9,9.59,False,overall 5.15 < 7.0,7.99
alteridade.com,SKIP,5.81,5.2,8,8.6,False,overall 5.2 < 7.0,0.0
