domain_name,tld,auction_price,bulk_pass,bulk_score,bulk_reason,ling_pass,ling_score,ling_adjusted,gate_reason,final_stage
commit.now,now,7.99,True,9,,False,6.0,5.2,overall 5.2 < 6.2,linguistic_gated
component.now,now,7.99,False,6,,False,,,skipped_bulk,bulk_rejected
engine.now,now,7.99,True,9,,False,6.0,5.2,overall 5.2 < 6.2,linguistic_gated
folder.now,now,7.99,True,9,,False,6.4,5.6,overall 5.6 < 6.2,linguistic_gated
genuine-lamps.com,com,15.0,False,1,,False,,,skipped_bulk,bulk_rejected
hirebuddies.com,com,7.99,True,7,,False,6.35,6.35,memorability 4 < 5,linguistic_gated
sand.now,now,7.99,False,6,,False,,,skipped_bulk,bulk_rejected
stationkey.com,com,1.0,True,8,,False,5.6,5.6,overall 5.6 < 6.2,linguistic_gated
webinar.now,now,7.99,True,10,,True,6.8,6.0,,linguistic_pass
chodulich.com,com,0.0,True,8,,False,5.75,5.75,overall 5.75 < 6.2,linguistic_gated
jurnal-pendidikan-tinggi.com,com,0.0,False,1,,False,,,skipped_bulk,bulk_rejected
karwaan.com,com,0.0,True,10,,False,6.0,6.0,overall 6.0 < 6.2,linguistic_gated
mdcons.com,com,0.0,False,6,,False,,,skipped_bulk,bulk_rejected
minmad.com,com,0.0,True,10,,False,6.0,6.0,overall 6.0 < 6.2,linguistic_gated
mkdetailing.com,com,0.0,False,5,,False,,,skipped_bulk,bulk_rejected
novasistemas.com,com,0.0,True,7,,False,5.4,5.4,overall 5.4 < 6.2,linguistic_gated
nspllc.com,com,0.0,False,1,,False,,,skipped_bulk,bulk_rejected
properla.com,com,0.0,True,10,,True,6.95,6.95,,linguistic_pass
cheviots.com,com,7.99,True,10,,False,5.95,5.95,overall 5.95 < 6.2,linguistic_gated
cuprate.com,com,7.99,True,10,,False,6.0,6.0,overall 6.0 < 6.2,linguistic_gated
electrasecurity.com,com,7.99,False,1,,False,,,skipped_bulk,bulk_rejected
starfly.org,org,1.0,False,1,,False,,,skipped_bulk,bulk_rejected
brosshop.com,com,0.0,True,9,,True,6.9,6.9,,linguistic_pass
cazasolution.com,com,0.0,True,7,,False,5.0,5.0,overall 5.0 < 6.2,linguistic_gated
codevibe.org,org,0.0,True,10,,True,7.2,7.0,,linguistic_pass
cryptogpt.com,com,0.0,False,1,,False,,,skipped_bulk,bulk_rejected
dienbien.com,com,0.0,True,10,,False,5.95,5.95,overall 5.95 < 6.2,linguistic_gated
envg.com,com,0.0,False,6,,False,,,skipped_bulk,bulk_rejected
gloriouscreation.com,com,0.0,False,1,,False,,,skipped_bulk,bulk_rejected
gulart.com,com,0.0,True,10,,False,6.0,6.0,overall 6.0 < 6.2,linguistic_gated
hrtour.com,com,0.0,True,9,,False,6.2,6.2,weakest dimension 4 < 5,linguistic_gated
jsjn.com,com,0.0,False,1,,False,,,skipped_bulk,bulk_rejected
lcsz.com,com,0.0,False,1,,False,,,skipped_bulk,bulk_rejected
mayoshop.com,com,0.0,True,10,,True,7.1,7.1,,linguistic_pass
mysecurityservice.com,com,0.0,False,1,,False,,,skipped_bulk,bulk_rejected
nastart.org,org,0.0,True,10,,False,6.0,5.8,overall 5.8 < 6.2,linguistic_gated
nataland.com,com,0.0,True,10,,False,6.35,6.35,weakest dimension 4 < 5,linguistic_gated
peedo.com,com,0.0,True,8,,False,6.0,6.0,overall 6.0 < 6.2,linguistic_gated
psychologue-adultes-couples.com,com,0.0,False,1,,False,,,skipped_bulk,bulk_rejected
smudde.com,com,0.0,True,10,,False,6.0,6.0,overall 6.0 < 6.2,linguistic_gated
themindless.com,com,0.0,False,4,,False,,,skipped_bulk,bulk_rejected
thinkmen.com,com,0.0,True,8,,False,5.75,5.75,overall 5.75 < 6.2,linguistic_gated
timm2023.org,org,0.0,False,1,,False,,,skipped_bulk,bulk_rejected
tommyschultz.com,com,0.0,False,1,,False,,,skipped_bulk,bulk_rejected
weyk.com,com,0.0,True,8,,False,6.0,6.0,overall 6.0 < 6.2,linguistic_gated
wisip.com,com,0.0,True,10,,False,6.0,6.0,overall 6.0 < 6.2,linguistic_gated
zhyv.com,com,0.0,False,1,,False,,,skipped_bulk,bulk_rejected
emisfer.com,com,1.0,True,10,,True,6.2,6.2,,linguistic_pass
nofaith.com,com,7.99,True,10,,False,6.25,6.25,weakest dimension 4 < 5,linguistic_gated
rx.now,now,7.99,False,1,,False,,,skipped_bulk,bulk_rejected
airportshuttle.net,net,0.0,False,1,,False,,,skipped_bulk,bulk_rejected
baki.org,org,0.0,True,8,,False,6.0,5.8,overall 5.8 < 6.2,linguistic_gated
bilgiggo.org,org,0.0,True,10,,False,6.35,6.15,overall 6.15 < 6.2,linguistic_gated
bimaxpro.com,com,0.0,True,10,,True,6.75,6.75,,linguistic_pass
budsconcrete.com,com,0.0,False,5,,False,,,skipped_bulk,bulk_rejected
bvdom.com,com,0.0,False,6,,False,,,skipped_bulk,bulk_rejected
coffeebeacon.com,com,0.0,False,6,,False,,,skipped_bulk,bulk_rejected
cristalcar.com,com,0.0,True,8,,False,5.6,5.6,overall 5.6 < 6.2,linguistic_gated
crypz.com,com,0.0,False,1,,False,,,skipped_bulk,bulk_rejected
cyberlawcentre.org,org,0.0,False,2,,False,,,skipped_bulk,bulk_rejected
dissoc.org,org,0.0,True,10,,False,6.0,5.8,overall 5.8 < 6.2,linguistic_gated
dsclub.com,com,0.0,False,1,,False,,,skipped_bulk,bulk_rejected
filmee.com,com,0.0,True,10,,False,6.0,6.0,overall 6.0 < 6.2,linguistic_gated
findujour.com,com,0.0,True,9,,True,7.1,7.1,,linguistic_pass
floridabungalow.com,com,0.0,False,1,,False,,,skipped_bulk,bulk_rejected
habisreutinger.com,com,0.0,False,4,,False,,,skipped_bulk,bulk_rejected
hongkungcafe.com,com,0.0,False,5,,False,,,skipped_bulk,bulk_rejected
lovekay.com,com,0.0,True,10,,False,6.0,6.0,overall 6.0 < 6.2,linguistic_gated
oakleydental.com,com,0.0,False,6,,False,,,skipped_bulk,bulk_rejected
okitalk.com,com,0.0,True,10,,False,6.0,6.0,overall 6.0 < 6.2,linguistic_gated
ouncewater.com,com,0.0,True,8,,False,5.4,5.4,overall 5.4 < 6.2,linguistic_gated
plantcellbiology.com,com,0.0,False,1,,False,,,skipped_bulk,bulk_rejected
profiwin.com,com,0.0,True,10,,True,6.95,6.95,,linguistic_pass
rsmotors.com,com,0.0,True,8,,False,5.75,5.75,overall 5.75 < 6.2,linguistic_gated
samsungrelumino.com,com,0.0,False,1,,False,,,skipped_bulk,bulk_rejected
santeinfo.com,com,0.0,True,8,,False,5.75,5.75,overall 5.75 < 6.2,linguistic_gated
successfulschools.org,org,0.0,False,1,,False,,,skipped_bulk,bulk_rejected
tadim-freshcut.com,com,0.0,False,1,,False,,,skipped_bulk,bulk_rejected
tdcollection.com,com,0.0,False,5,,False,,,skipped_bulk,bulk_rejected
thomaskrendlgilbert.com,com,0.0,False,1,,False,,,skipped_bulk,bulk_rejected
universeexploration.com,com,0.0,False,1,,False,,,skipped_bulk,bulk_rejected
veille-digitale.com,com,0.0,False,1,,False,,,skipped_bulk,bulk_rejected
xtd.io,io,0.0,False,1,,False,,,skipped_bulk,bulk_rejected
arf.info,info,7.99,False,1,,False,,,skipped_bulk,bulk_rejected
deoplay.com,com,7.99,True,10,,False,6.0,6.0,overall 6.0 < 6.2,linguistic_gated
dug.info,info,7.99,False,1,,False,,,skipped_bulk,bulk_rejected
fastjobs.net,net,1.0,True,8,,True,6.9,6.7,,linguistic_pass
grind.now,now,7.99,False,6,,False,,,skipped_bulk,bulk_rejected
io.icu,icu,7.99,False,1,,False,,,skipped_bulk,bulk_rejected
jobstart.net,net,1.0,True,7,,False,6.0,5.8,overall 5.8 < 6.2,linguistic_gated
adseed.com,com,0.0,True,10,,False,6.2,6.2,weakest dimension 4 < 5,linguistic_gated
alyla.com,com,0.0,True,9,,False,5.8,5.8,overall 5.8 < 6.2,linguistic_gated
aonyx.com,com,0.0,True,9,,False,5.8,5.8,overall 5.8 < 6.2,linguistic_gated
avector.com,com,0.0,True,10,,True,6.2,6.2,,linguistic_pass
baumaninsurance.com,com,0.0,False,1,,False,,,skipped_bulk,bulk_rejected
bestgain.com,com,0.0,True,10,,True,6.9,6.9,,linguistic_pass
calapa.org,org,0.0,True,10,,False,6.0,5.8,overall 5.8 < 6.2,linguistic_gated
ceterrassa.com,com,0.0,True,8,,False,5.6,5.6,overall 5.6 < 6.2,linguistic_gated
chamoisniortais.org,org,0.0,False,1,,False,,,skipped_bulk,bulk_rejected
contentai.org,org,0.0,True,7,,False,6.0,5.8,overall 5.8 < 6.2,linguistic_gated
deeb.org,org,0.0,True,8,,False,6.0,5.8,overall 5.8 < 6.2,linguistic_gated
earthpeoples.org,org,0.0,False,1,,False,,,skipped_bulk,bulk_rejected
formatauto.com,com,0.0,True,8,,False,5.8,5.8,overall 5.8 < 6.2,linguistic_gated
g-cloud.com,com,0.0,False,1,,False,,,skipped_bulk,bulk_rejected
getsava.com,com,0.0,True,10,,False,6.4,6.4,weakest dimension 4 < 5,linguistic_gated
gfsoft.com,com,0.0,True,7,,False,6.55,6.55,pronounceability 4 < 5,linguistic_gated
greycard.com,com,0.0,True,10,,False,5.95,5.95,overall 5.95 < 6.2,linguistic_gated
hedgehogclub.com,com,0.0,False,6,,False,,,skipped_bulk,bulk_rejected
helpingalabamapets.com,com,0.0,False,1,,False,,,skipped_bulk,bulk_rejected
informe24.com,com,0.0,False,1,,False,,,skipped_bulk,bulk_rejected
livingauthentically.com,com,0.0,False,1,,False,,,skipped_bulk,bulk_rejected
lmag.org,org,0.0,True,7,,False,6.0,5.8,overall 5.8 < 6.2,linguistic_gated
lunalis.com,com,0.0,True,10,,False,6.0,6.0,overall 6.0 < 6.2,linguistic_gated
madewithmagic.com,com,0.0,False,3,,False,,,skipped_bulk,bulk_rejected
minecraft-aventure.com,com,0.0,False,1,,False,,,skipped_bulk,bulk_rejected
morer.com,com,0.0,True,10,,True,6.2,6.2,,linguistic_pass
nclbyy.com,com,0.0,False,1,,False,,,skipped_bulk,bulk_rejected
networkresolution.com,com,0.0,False,1,,False,,,skipped_bulk,bulk_rejected
nexnews.com,com,0.0,True,10,,False,6.5,6.5,weakest dimension 4 < 5,linguistic_gated
palmsander.com,com,0.0,True,7,,False,6.0,6.0,overall 6.0 < 6.2,linguistic_gated
pefv.com,com,0.0,True,8,,False,6.0,6.0,overall 6.0 < 6.2,linguistic_gated
radio80.com,com,0.0,False,1,,False,,,skipped_bulk,bulk_rejected
restaurantatipic.com,com,0.0,False,1,,False,,,skipped_bulk,bulk_rejected
retrographik.com,com,0.0,False,6,,False,,,skipped_bulk,bulk_rejected
samerhof.com,com,0.0,True,10,,False,5.95,5.95,overall 5.95 < 6.2,linguistic_gated
shengjunmy.com,com,0.0,False,4,,False,,,skipped_bulk,bulk_rejected
speedconnect.com,com,0.0,False,6,,False,,,skipped_bulk,bulk_rejected
starklawlibrary.org,org,0.0,False,1,,False,,,skipped_bulk,bulk_rejected
thefightfanatic.com,com,0.0,False,1,,False,,,skipped_bulk,bulk_rejected
travelvia.com,com,0.0,True,8,,False,5.75,5.75,overall 5.75 < 6.2,linguistic_gated
ufyt.com,com,0.0,False,6,,False,,,skipped_bulk,bulk_rejected
upwardspiral2011.org,org,0.0,False,1,,False,,,skipped_bulk,bulk_rejected
vietnamdomain.com,com,0.0,False,4,,False,,,skipped_bulk,bulk_rejected
vietnamstudent.com,com,0.0,False,3,,False,,,skipped_bulk,bulk_rejected
webvilles.org,org,0.0,True,8,,True,6.75,6.55,,linguistic_pass
xtratufftrailers.com,com,0.0,False,1,,False,,,skipped_bulk,bulk_rejected
yourbeststethoscope.com,com,0.0,False,1,,False,,,skipped_bulk,bulk_rejected
alexandreabreu.com,com,7.99,False,3,,False,,,skipped_bulk,bulk_rejected
elysara.com,com,7.99,True,9,,False,5.8,5.8,overall 5.8 < 6.2,linguistic_gated
horoskopskiznakovi.com,com,1.3,False,1,,False,,,skipped_bulk,bulk_rejected
ladorica.com,com,1.0,True,10,,False,5.95,5.95,overall 5.95 < 6.2,linguistic_gated
sectheory.com,com,7.99,True,7,,False,5.95,5.95,overall 5.95 < 6.2,linguistic_gated
yamba.net,net,7.99,True,10,,False,6.0,5.8,overall 5.8 < 6.2,linguistic_gated
futureminds.net,net,7.99,False,4,,False,,,skipped_bulk,bulk_rejected
hireme.now,now,7.99,True,10,,True,7.15,6.35,,linguistic_pass
licensekeysfree.com,com,7.99,False,1,,False,,,skipped_bulk,bulk_rejected
medal.me,me,7.99,True,10,,False,6.25,6.05,overall 6.05 < 6.2,linguistic_gated
ncnortheast.com,com,7.99,False,4,,False,,,skipped_bulk,bulk_rejected
nuit.co,co,7.99,True,8,,False,6.0,5.8,overall 5.8 < 6.2,linguistic_gated
siebel.co,co,7.99,True,10,,False,6.0,5.8,overall 5.8 < 6.2,linguistic_gated
tiens.co,co,7.99,True,10,,False,6.0,5.8,overall 5.8 < 6.2,linguistic_gated
6ycollective.com,com,0.0,False,1,,False,,,skipped_bulk,bulk_rejected
asiaprospect.com,com,0.0,True,7,,False,5.8,5.8,memorability 3 < 5,linguistic_gated
bodyfence.com,com,0.0,True,7,,False,5.55,5.55,overall 5.55 < 6.2,linguistic_gated
cutandprint.com,com,0.0,False,1,,False,,,skipped_bulk,bulk_rejected
gostudio.org,org,0.0,True,10,,False,6.35,6.15,overall 6.15 < 6.2,linguistic_gated
hvbgroup.com,com,0.0,False,1,,False,,,skipped_bulk,bulk_rejected
hypoexpert.com,com,0.0,True,7,,False,5.4,5.4,overall 5.4 < 6.2,linguistic_gated
isolving.com,com,0.0,True,10,,False,5.95,5.95,overall 5.95 < 6.2,linguistic_gated
mastertech.org,org,0.0,True,8,,True,6.95,6.75,,linguistic_pass
megalec.com,com,0.0,True,10,,False,6.0,6.0,overall 6.0 < 6.2,linguistic_gated
nhadatvinhomes.com,com,0.0,False,4,,False,,,skipped_bulk,bulk_rejected
oreex.com,com,0.0,True,8,,False,6.0,6.0,overall 6.0 < 6.2,linguistic_gated
quickflavor.com,com,0.0,False,1,,False,,,skipped_bulk,bulk_rejected
ruuts.com,com,0.0,True,10,,False,6.0,6.0,overall 6.0 < 6.2,linguistic_gated
contribute.now,now,7.99,False,5,,False,,,skipped_bulk,bulk_rejected
cyberlingo.com,com,7.99,True,7,,False,5.8,5.8,overall 5.8 < 6.2,linguistic_gated
dii.info,info,7.99,False,1,,False,,,skipped_bulk,bulk_rejected
fhi.info,info,7.99,False,1,,False,,,skipped_bulk,bulk_rejected
gei.info,info,7.99,False,1,,False,,,skipped_bulk,bulk_rejected
glink.io,io,7.99,True,9,,True,6.7,6.5,,linguistic_pass
gptdownload.net,net,7.99,False,1,,False,,,skipped_bulk,bulk_rejected
holaquetal.com,com,7.99,True,9,,False,5.2,5.2,overall 5.2 < 6.2,linguistic_gated
ieee-pemc2022.org,org,7.99,False,1,,False,,,skipped_bulk,bulk_rejected
jocka.com,com,7.99,True,10,,False,5.7,5.7,overall 5.7 < 6.2,linguistic_gated
lima.tv,tv,7.99,True,7,,False,6.0,5.2,overall 5.2 < 6.2,linguistic_gated
meds.now,now,7.99,False,6,,False,,,skipped_bulk,bulk_rejected
pwr.info,info,7.99,False,1,,False,,,skipped_bulk,bulk_rejected
reserveringen.com,com,7.99,False,4,,False,,,skipped_bulk,bulk_rejected
stroodles.com,com,7.99,True,7,,False,5.55,5.55,overall 5.55 < 6.2,linguistic_gated
susanclayton.com,com,7.99,False,5,,False,,,skipped_bulk,bulk_rejected
vrosa.com,com,7.99,True,10,,False,6.0,6.0,overall 6.0 < 6.2,linguistic_gated
vyz.info,info,7.99,False,1,,False,,,skipped_bulk,bulk_rejected
welcometocreature.com,com,7.99,False,1,,False,,,skipped_bulk,bulk_rejected
youify.com,com,7.99,True,10,,True,6.7,6.7,,linguistic_pass
agruco.org,org,0.0,True,10,,False,6.0,5.8,overall 5.8 < 6.2,linguistic_gated
allotments-uk.com,com,0.0,False,1,,False,,,skipped_bulk,bulk_rejected
aluwood.com,com,0.0,True,10,,False,6.0,6.0,overall 6.0 < 6.2,linguistic_gated
ameliemarieintokyo.com,com,0.0,False,1,,False,,,skipped_bulk,bulk_rejected
apps-labs.com,com,0.0,False,1,,False,,,skipped_bulk,bulk_rejected
beefstockerusa.org,org,0.0,False,2,,False,,,skipped_bulk,bulk_rejected
behsan.com,com,0.0,True,10,,False,6.0,6.0,overall 6.0 < 6.2,linguistic_gated
beksar.com,com,0.0,True,10,,False,6.0,6.0,overall 6.0 < 6.2,linguistic_gated
bettingon.com,com,0.0,True,8,,False,6.15,6.15,overall 6.15 < 6.2,linguistic_gated
blackelkenergy.com,com,0.0,False,3,,False,,,skipped_bulk,bulk_rejected
blepharitis.com,com,0.0,False,6,,False,,,skipped_bulk,bulk_rejected
bodyanalyse.com,com,0.0,False,5,,False,,,skipped_bulk,bulk_rejected
boomboo.com,com,0.0,True,10,,False,6.0,6.0,overall 6.0 < 6.2,linguistic_gated
businessboat.com,com,0.0,False,5,,False,,,skipped_bulk,bulk_rejected
chestnuthillrealestate.com,com,0.0,False,1,,False,,,skipped_bulk,bulk_rejected
desakalongan.com,com,0.0,False,6,,False,,,skipped_bulk,bulk_rejected
fotothing.com,com,0.0,True,8,,False,5.75,5.75,overall 5.75 < 6.2,linguistic_gated
getverb.com,com,0.0,True,10,,False,6.4,6.4,weakest dimension 4 < 5,linguistic_gated
greenevent.com,com,0.0,True,8,,False,5.6,5.6,overall 5.6 < 6.2,linguistic_gated
hanslopeparishcouncil.org,org,0.0,False,1,,False,,,skipped_bulk,bulk_rejected
helema.com,com,0.0,True,10,,False,6.0,6.0,overall 6.0 < 6.2,linguistic_gated
hepjazz.com,com,0.0,True,10,,False,6.0,6.0,overall 6.0 < 6.2,linguistic_gated
hornhaut-entfernen.com,com,0.0,False,1,,False,,,skipped_bulk,bulk_rejected
insentive.com,com,0.0,True,8,,False,5.75,5.75,overall 5.75 < 6.2,linguistic_gated
jav4you.org,org,0.0,False,1,,False,,,skipped_bulk,bulk_rejected
ldlawyer.com,com,0.0,False,1,,False,,,skipped_bulk,bulk_rejected
luizlopes.com,com,0.0,True,8,,False,5.75,5.75,overall 5.75 < 6.2,linguistic_gated
mabart.com,com,0.0,True,10,,False,6.0,6.0,overall 6.0 < 6.2,linguistic_gated
marceloalvarez.com,com,0.0,False,4,,False,,,skipped_bulk,bulk_rejected
marinebookings.com,com,0.0,False,3,,False,,,skipped_bulk,bulk_rejected
mediavault.com,com,0.0,True,9,,True,6.55,6.55,,linguistic_pass
menorcapulsar.com,com,0.0,False,4,,False,,,skipped_bulk,bulk_rejected
mymargin.com,com,0.0,True,8,,False,5.75,5.75,overall 5.75 < 6.2,linguistic_gated
ndental.com,com,0.0,True,10,,False,6.0,6.0,overall 6.0 < 6.2,linguistic_gated
noblesolutions.com,com,0.0,False,1,,False,,,skipped_bulk,bulk_rejected
nobostyle.com,com,0.0,False,1,,False,,,skipped_bulk,bulk_rejected
nospoon.org,org,0.0,True,10,,False,6.0,5.8,overall 5.8 < 6.2,linguistic_gated
perfect-security.com,com,0.0,False,1,,False,,,skipped_bulk,bulk_rejected
platinumdeluxe.com,com,0.0,False,4,,False,,,skipped_bulk,bulk_rejected
pokeb.com,com,0.0,True,10,,False,6.0,6.0,overall 6.0 < 6.2,linguistic_gated
poptropicatips.com,com,0.0,False,3,,False,,,skipped_bulk,bulk_rejected
queencash.com,com,0.0,True,7,,False,6.7,6.7,weakest dimension 4 < 5,linguistic_gated
queenpinroanoke.com,com,0.0,False,1,,False,,,skipped_bulk,bulk_rejected
schlagzeile.com,com,0.0,False,1,,False,,,skipped_bulk,bulk_rejected
servce.com,com,0.0,True,9,,False,5.8,5.8,overall 5.8 < 6.2,linguistic_gated
shanenshangmao.com,com,0.0,False,3,,False,,,skipped_bulk,bulk_rejected
shtelecom.com,com,0.0,True,7,,False,5.55,5.55,overall 5.55 < 6.2,linguistic_gated
suppressed.com,com,0.0,True,7,,False,5.4,5.4,overall 5.4 < 6.2,linguistic_gated
takebacktheland.org,org,0.0,False,1,,False,,,skipped_bulk,bulk_rejected
teachforce.com,com,0.0,True,7,,False,6.35,6.35,weakest dimension 4 < 5,linguistic_gated
